"ISO_A3","country_name","allocation"
"AFG","Afghanistan",1072482.94
"ALB","Albania",819929.4
"DZA","Algeria",776398.27
"AGO","Angola",1090631.54
"ATG","Antigua and Barbuda",1308818.75
"ARG","Argentina",1227251.57
"ARM","Armenia",857564.91
"AZE","Azerbaijan",747108.58
"BHS","Bahamas",841782.58
"BHR","Bahrain",682644.25
"BGD","Bangladesh",902818.88
"BRB","Barbados",852204.9
"BLR","Belarus",706859.25
"BLZ","Belize",1989842.15
"BEN","Benin",1005920.6
"BTN","Bhutan",2014446.35
"BOL","Bolivia",1220100.81
"BIH","Bosnia-Herzegovina",766056.6
"BWA","Botswana",855504.37
"BRA","Brazil",3454352.55
"BRN","Brunei Darussalam",744529.36
"BFA","Burkino Faso",1039608.56
"BDI","Burundi",1969468.52
"CPV","Cabo Verde",2063790.98
"KHM","Cambodia",935280.45
"CMR","Cameroon",1542838.47
"CAF","Central African Republic",2118584.12
"TCD","Chad",1159395.45
"CHL","Chile",1025520.62
"CHN","China",2736968.41
"COL","Colombia",2241704.5
"COM","Comoros",2002545.65
"COG","Congo",1079108.8
"COK","Cook Islands",689651.39
"CRI","Costa Rica",974663.55
"CIV","Cote d'Ivoire",822028.05
"CUB","Cuba",956583.38
"PRK","Dem. People's Rep.Korea",934092.37
"COD","Dem. Rep.Congo",1597657.56
"DJI","Djibouti",1318021.96
"DMA","Dominica",1964052.11
"DOM","Dominican Republic",814677.09
"ECU","Ecuador",1568748.13
"EGY","Egypt",769645.52
"SLV","El Salvador",791627.28
"GNQ","Equatorial Guinea",868407.82
"ERI","Eritrea",2007232.82
"SWZ","Eswatini",1307212
"ETH","Ethiopia",1183107.05
"FJI","Fiji",1220427.49
"GAB","Gabon",930840.5
"GMB","Gambia",1977070.27
"GEO","Georgia",856788.35
"GHA","Ghana",922250.12
"GRD","Grenada",1958203.57
"GTM","Guatemala",1024442.7
"GIN","Guinea",1122542.56
"GNB","Guinea Bissau",2007200.99
"GUY","Guyana",886099.66
"HTI","Haiti",1037147.86
"HND","Honduras",1046429
"IND","India",2549335.91
"IDN","Indonesia",4292596.63
"IRN","Iran (Islamic Republic of)",963379.32
"IRQ","Iraq",744751.96
"JAM","Jamaica",949491.81
"JOR","Jordan",744098.82
"KAZ","Kazakhstan",820803.98
"KEN","Kenya",1057320.76
"KIR","Kiribati",1994312.45
"KWT","Kuwait",670563.28
"KGZ","Kyrgyzstan",1118819.78
"LAO","Lao People's Dem. Rep.",1155905.14
"LBN","Lebanon",728215.26
"LSO","Lesotho",1954386.5
"LBR","Liberia",2056426.23
"LBY","Libya",756249.55
"MDG","Madagascar",2125946.63
"MWI","Malawi",1179010.77
"MYS","Malaysia",1273989.61
"MDV","Maldives",1009022.28
"MLI","Mali",1063752.72
"MHL","Marshall Islands",1991329.61
"MRT","Mauritania",1128642.67
"MUS","Mauritius",853872.85
"MEX","Mexico",2889345.54
"FSM","Micronesia (Fed. States of)",2059034.27
"MNG","Mongolia",1097562.39
"MNE","Montenegro",995419.04
"MAR","Morocco",775953.84
"MOZ","Mozambique",1575623.44
"MMR","Myanmar",1309923.92
"NAM","Namibia",1032975.88
"NRU","Nauru",1948814.94
"NPL","Nepal",1059995.31
"NIC","Nicaragua",1113638.86
"NER","Niger",1032980.39
"NGA","Nigeria",1688833.24
"NIU","Niue",657342.37
"MKD","North Macedonia",843001.57
"OMN","Oman",779358.38
"PAK","Pakistan",897975.79
"PLW","Palau",1988558.79
"PAN","Panama",1009720.18
"PNG","Papua New Guinea",2971364.32
"PRY","Paraguay",816774.84
"PER","Peru",1924814.93
"PHL","Philippines",1795688.3
"QAT","Qatar",662733.58
"MDA","Republic of Moldova",876344.2
"RUS","Russian Federation",1463406.76
"RWA","Rwanda",1119368.01
"KNA","Saint Kitts and Nevis",1942923.84
"LCA","Saint Lucia",1322489.88
"VCT","Saint Vincent & Grenadines",1960711.55
"WSM","Samoa",1967775.3
"STP","Sao Tome y Principe",2006100.28
"SAU","Saudi Arabia",836682.02
"SEN","Senegal",986205.48
"SRB","Serbia",722520.92
"SYC","Seychelles",1387545.99
"SLE","Sierra Leone",2019830.7
"SGP","Singapore",666751.98
"SLB","Solomon Islands",2237686.09
"SOM","Somalia",1483097.65
"ZAF","South Africa",1357947.36
"SSD","South Sudan",1091813.32
"LKA","Sri Lanka",983861.3
"PSE","State of Palestine",673554.13
"SDN","Sudan",1040095.43
"SUR","Suriname",1379555.71
"SYR","Syrian Arab Republic",915550.82
"TJK","Tajikistan",1129614.92
"THA","Thailand",1003355.92
"TLS","Timor Leste",1999909.03
"TGO","Togo",1383834.72
"TON","Tonga",2000965
"TTO","Trinidad and Tobago",748808.79
"TUN","Tunisia",777818.58
"TUR","Turkiye",803913.71
"TKM","Turkmenistan",738221.33
"TUV","Tuvalu",1952373.29
"UGA","Uganda",947529.01
"UKR","Ukraine",756613.7
"ARE","United Arab Emirates",684696.31
"TZA","United Rep. Tanzania",1516825.4
"URY","Uruguay",735683.8
"UZB","Uzbekistan",757810.93
"VUT","Vanuatu",2182011.27
"VEN","Venezuela",1497499.31
"VNM","Viet Nam",1173855.96
"YEM","Yemen",1248975.1
"ZMB","Zambia",1052909.07
"ZWE","Zimbabwe",946383.22
