"scenario","fund","model","approach","model_description","total_allocated","mean_allocation","median_allocation"
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_2 - approach_2","$10M","model_2","approach_2","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+07,64935.0649350649,53828.5827490213
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
