"ISO_A3","country_name","allocation"
"AFG","Afghanistan",53662.63
"ALB","Albania",41011.99
"DZA","Algeria",38831.47
"AGO","Angola",54571.72
"ATG","Antigua and Barbuda",65500.92
"ARG","Argentina",61415.14
"ARM","Armenia",42897.18
"AZE","Azerbaijan",37364.32
"BHS","Bahamas",42106.63
"BHR","Bahrain",34135.24
"BGD","Bangladesh",45164
"BRB","Barbados",42628.7
"BLR","Belarus",35348.19
"BLZ","Belize",99614.04
"BEN","Benin",50328.46
"BTN","Bhutan",100846.49
"BOL","Bolivia",61056.96
"BIH","Bosnia-Herzegovina",38313.45
"BWA","Botswana",42793.97
"BRA","Brazil",172972.77
"BRN","Brunei Darussalam",37235.13
"BFA","Burkino Faso",52015.93
"BDI","Burundi",98593.5
"CPV","Cabo Verde",96949.38
"KHM","Cambodia",46790.03
"CMR","Cameroon",77223.19
"CAF","Central African Republic",106062.85
"TCD","Chad",58016.17
"CHL","Chile",51310.25
"CHN","China",137038.31
"COL","Colombia",112230.06
"COM","Comoros",100250.37
"COG","Congo",53994.53
"COK","Cook Islands",32815.33
"CRI","Costa Rica",48762.77
"CIV","Cote d'Ivoire",73358.03
"CUB","Cuba",47857.11
"PRK","Dem. People's Rep.Korea",46730.52
"COD","Dem. Rep.Congo",79969.14
"DJI","Djibouti",65961.92
"DMA","Dominica",98322.19
"DOM","Dominican Republic",40748.89
"ECU","Ecuador",78521.03
"EGY","Egypt",38493.22
"SLV","El Salvador",39594.31
"GNQ","Equatorial Guinea",43440.32
"ERI","Eritrea",100485.15
"SWZ","Eswatini",65420.44
"ETH","Ethiopia",59203.9
"FJI","Fiji",61073.32
"GAB","Gabon",46567.63
"GMB","Gambia",98974.28
"GEO","Georgia",42858.29
"GHA","Ghana",46137.33
"GRD","Grenada",98029.23
"GTM","Guatemala",51256.25
"GIN","Guinea",56170.17
"GNB","Guinea Bissau",100483.56
"GUY","Guyana",44326.52
"HTI","Haiti",51892.67
"HND","Honduras",52357.57
"IND","India",127639.62
"IDN","Indonesia",214961.22
"IRN","Iran (Islamic Republic of)",48197.53
"IRQ","Iraq",37246.28
"JAM","Jamaica",47501.89
"JOR","Jordan",37213.56
"KAZ","Kazakhstan",41055.79
"KEN","Kenya",52903.15
"KIR","Kiribati",99837.96
"KWT","Kuwait",33530.09
"KGZ","Kyrgyzstan",55983.69
"LAO","Lao People's Dem. Rep.",57841.33
"LBN","Lebanon",36417.94
"LSO","Lesotho",97838.03
"LBR","Liberia",102949.3
"LBY","Libya",37822.2
"MDG","Madagascar",106431.64
"MWI","Malawi",58998.72
"MYS","Malaysia",63756.3
"MDV","Maldives",50483.83
"MLI","Mali",53225.33
"MHL","Marshall Islands",99688.55
"MRT","Mauritania",56475.73
"MUS","Mauritius",42712.25
"MEX","Mexico",144671.03
"FSM","Micronesia (Fed. States of)",38598.09
"MNG","Mongolia",54918.89
"MNE","Montenegro",49802.43
"MAR","Morocco",38809.21
"MOZ","Mozambique",78865.43
"MMR","Myanmar",65556.28
"NAM","Namibia",51683.69
"NRU","Nauru",97558.95
"NPL","Nepal",53037.12
"NIC","Nicaragua",55724.17
"NER","Niger",51683.91
"NGA","Nigeria",84536.21
"NIU","Niue",32467.53
"MKD","North Macedonia",42167.69
"OMN","Oman",38979.74
"PAK","Pakistan",44921.4
"PLW","Palau",99549.75
"PAN","Panama",50518.79
"PNG","Papua New Guinea",148779.42
"PRY","Paraguay",40853.97
"PER","Peru",96356.76
"PHL","Philippines",89888.69
"QAT","Qatar",33137.9
"MDA","Republic of Moldova",43837.86
"RUS","Russian Federation",73244.38
"RWA","Rwanda",56011.15
"KNA","Saint Kitts and Nevis",97263.85
"LCA","Saint Lucia",66185.72
"VCT","Saint Vincent & Grenadines",98154.86
"WSM","Samoa",98508.69
"STP","Sao Tome y Principe",100428.42
"SAU","Saudi Arabia",41851.14
"SEN","Senegal",49340.91
"SRB","Serbia",36132.7
"SYC","Seychelles",69444.45
"SLE","Sierra Leone",101116.19
"SGP","Singapore",33339.18
"SLB","Solomon Islands",112028.78
"SOM","Somalia",74230.72
"ZAF","South Africa",67961.82
"SSD","South Sudan",54630.91
"LKA","Sri Lanka",49223.49
"PSE","State of Palestine",33024.01
"SDN","Sudan",52040.31
"SUR","Suriname",69044.2
"SYR","Syrian Arab Republic",45801.75
"TJK","Tajikistan",56524.43
"THA","Thailand",50200
"TLS","Timor Leste",100118.3
"TGO","Togo",69258.54
"TON","Tonga",100171.19
"TTO","Trinidad and Tobago",37449.49
"TUN","Tunisia",38902.61
"TUR","Turkiye",72450.67
"TKM","Turkmenistan",36919.15
"TUV","Tuvalu",97737.19
"UGA","Uganda",47403.57
"UKR","Ukraine",37840.44
"ARE","United Arab Emirates",34238.03
"TZA","United Rep. Tanzania",75920.17
"URY","Uruguay",36792.04
"UZB","Uzbekistan",37900.41
"VUT","Vanuatu",109239.97
"VEN","Venezuela",74952.11
"VNM","Viet Nam",58740.51
"YEM","Yemen",62503.3
"ZMB","Zambia",52682.16
"ZWE","Zimbabwe",47346.18
