"ISO_A3","country_name","allocation"
"AFG","Afghanistan",536626.35
"ALB","Albania",410119.86
"DZA","Algeria",388314.7
"AGO","Angola",545717.16
"ATG","Antigua and Barbuda",655009.22
"ARG","Argentina",614151.44
"ARM","Armenia",428971.84
"AZE","Azerbaijan",373643.21
"BHS","Bahamas",421066.33
"BHR","Bahrain",341352.41
"BGD","Bangladesh",451639.99
"BRB","Barbados",426286.96
"BLR","Belarus",353481.93
"BLZ","Belize",996140.38
"BEN","Benin",503284.63
"BTN","Bhutan",1008464.86
"BOL","Bolivia",610569.56
"BIH","Bosnia-Herzegovina",383134.45
"BWA","Botswana",427939.7
"BRA","Brazil",1729727.69
"BRN","Brunei Darussalam",372351.25
"BFA","Burkino Faso",520159.26
"BDI","Burundi",985935.03
"CPV","Cabo Verde",969493.76
"KHM","Cambodia",467900.31
"CMR","Cameroon",772231.95
"CAF","Central African Republic",1060628.46
"TCD","Chad",580161.66
"CHL","Chile",513102.47
"CHN","China",1370383.09
"COL","Colombia",1122300.65
"COM","Comoros",1002503.69
"COG","Congo",539945.31
"COK","Cook Islands",328153.31
"CRI","Costa Rica",487627.68
"CIV","Cote d'Ivoire",733580.31
"CUB","Cuba",478571.15
"PRK","Dem. People's Rep.Korea",467305.18
"COD","Dem. Rep.Congo",799691.35
"DJI","Djibouti",659619.2
"DMA","Dominica",983221.9
"DOM","Dominican Republic",407488.93
"ECU","Ecuador",785210.35
"EGY","Egypt",384932.18
"SLV","El Salvador",395943.05
"GNQ","Equatorial Guinea",434403.16
"ERI","Eritrea",1004851.53
"SWZ","Eswatini",654204.39
"ETH","Ethiopia",592039.03
"FJI","Fiji",610733.19
"GAB","Gabon",465676.29
"GMB","Gambia",989742.82
"GEO","Georgia",428582.86
"GHA","Ghana",461373.29
"GRD","Grenada",980292.31
"GTM","Guatemala",512562.53
"GIN","Guinea",561701.69
"GNB","Guinea Bissau",1004835.59
"GUY","Guyana",443265.17
"HTI","Haiti",518926.67
"HND","Honduras",523575.68
"IND","India",1276396.17
"IDN","Indonesia",2149612.19
"IRN","Iran (Islamic Republic of)",481975.3
"IRQ","Iraq",372462.76
"JAM","Jamaica",475018.91
"JOR","Jordan",372135.59
"KAZ","Kazakhstan",410557.94
"KEN","Kenya",529031.47
"KIR","Kiribati",998379.59
"KWT","Kuwait",335300.93
"KGZ","Kyrgyzstan",559836.91
"LAO","Lao People's Dem. Rep.",578413.33
"LBN","Lebanon",364179.36
"LSO","Lesotho",978380.31
"LBR","Liberia",1029492.98
"LBY","Libya",378222.01
"MDG","Madagascar",1064316.42
"MWI","Malawi",589987.16
"MYS","Malaysia",637562.97
"MDV","Maldives",504838.3
"MLI","Mali",532253.3
"MHL","Marshall Islands",996885.46
"MRT","Mauritania",564757.3
"MUS","Mauritius",427122.46
"MEX","Mexico",1446710.26
"FSM","Micronesia (Fed. States of)",385980.94
"MNG","Mongolia",549188.89
"MNE","Montenegro",498024.3
"MAR","Morocco",388092.08
"MOZ","Mozambique",788654.25
"MMR","Myanmar",655562.81
"NAM","Namibia",516836.89
"NRU","Nauru",975589.45
"NPL","Nepal",530371.18
"NIC","Nicaragua",557241.74
"NER","Niger",516839.14
"NGA","Nigeria",845362.13
"NIU","Niue",324675.32
"MKD","North Macedonia",421676.93
"OMN","Oman",389797.45
"PAK","Pakistan",449214.04
"PLW","Palau",995497.53
"PAN","Panama",505187.88
"PNG","Papua New Guinea",1487794.25
"PRY","Paraguay",408539.71
"PER","Peru",963567.62
"PHL","Philippines",898886.85
"QAT","Qatar",331378.97
"MDA","Republic of Moldova",438378.57
"RUS","Russian Federation",732443.84
"RWA","Rwanda",560111.53
"KNA","Saint Kitts and Nevis",972638.55
"LCA","Saint Lucia",661857.22
"VCT","Saint Vincent & Grenadines",981548.58
"WSM","Samoa",985086.88
"STP","Sao Tome y Principe",1004284.23
"SAU","Saudi Arabia",418511.41
"SEN","Senegal",493409.14
"SRB","Serbia",361327.01
"SYC","Seychelles",694444.45
"SLE","Sierra Leone",1011161.93
"SGP","Singapore",333391.82
"SLB","Solomon Islands",1120287.78
"SOM","Somalia",742307.2
"ZAF","South Africa",679618.22
"SSD","South Sudan",546309.12
"LKA","Sri Lanka",492234.92
"PSE","State of Palestine",330240.1
"SDN","Sudan",520403.13
"SUR","Suriname",690442.05
"SYR","Syrian Arab Republic",458017.54
"TJK","Tajikistan",565244.31
"THA","Thailand",501999.96
"TLS","Timor Leste",1001182.97
"TGO","Togo",692585.44
"TON","Tonga",1001711.92
"TTO","Trinidad and Tobago",374494.86
"TUN","Tunisia",389026.14
"TUR","Turkiye",724506.66
"TKM","Turkmenistan",369191.5
"TUV","Tuvalu",977371.86
"UGA","Uganda",474035.73
"UKR","Ukraine",378404.41
"ARE","United Arab Emirates",342380.3
"TZA","United Rep. Tanzania",759201.75
"URY","Uruguay",367920.43
"UZB","Uzbekistan",379004.12
"VUT","Vanuatu",1092399.74
"VEN","Venezuela",749521.13
"VNM","Viet Nam",587405.07
"YEM","Yemen",625032.97
"ZMB","Zambia",526821.61
"ZWE","Zimbabwe",473461.79
