"ISO_A3","country_name","allocation"
"AFG","Afghanistan",55047.31
"ALB","Albania",41905.25
"DZA","Algeria",37612.06
"AGO","Angola",51566.77
"ATG","Antigua and Barbuda",71056.97
"ARG","Argentina",51425.69
"ARM","Armenia",44406.92
"AZE","Azerbaijan",37715.63
"BHS","Bahamas",40705.88
"BHR","Bahrain",34296.31
"BGD","Bangladesh",45881.52
"BRB","Barbados",43960.32
"BLR","Belarus",35631.02
"BLZ","Belize",110533.4
"BEN","Benin",52952.77
"BTN","Bhutan",112372.37
"BOL","Bolivia",54528.95
"BIH","Bosnia-Herzegovina",38973.87
"BWA","Botswana",43024.84
"BRA","Brazil",130035.44
"BRN","Brunei Darussalam",37743.12
"BFA","Burkino Faso",55060.75
"BDI","Burundi",110053.43
"CPV","Cabo Verde",108711.3
"KHM","Cambodia",46850.08
"CMR","Cameroon",74890.36
"CAF","Central African Republic",117964.86
"TCD","Chad",61198.92
"CHL","Chile",44406.55
"CHN","China",113659.5
"COL","Colombia",85490.13
"COM","Comoros",110827.35
"COG","Congo",55737.02
"COK","Cook Islands",32878.77
"CRI","Costa Rica",43321.42
"CIV","Cote d'Ivoire",77289.66
"CUB","Cuba",41999.86
"PRK","Dem. People's Rep.Korea",48604.96
"COD","Dem. Rep.Congo",74683.22
"DJI","Djibouti",71494.01
"DMA","Dominica",109564.04
"DOM","Dominican Republic",38037.49
"ECU","Ecuador",61471.73
"EGY","Egypt",36854.36
"SLV","El Salvador",39858.34
"GNQ","Equatorial Guinea",44170.61
"ERI","Eritrea",111377.4
"SWZ","Eswatini",71132.76
"ETH","Ethiopia",56608.27
"FJI","Fiji",62620.01
"GAB","Gabon",46323.65
"GMB","Gambia",110689.79
"GEO","Georgia",44037.25
"GHA","Ghana",46102.35
"GRD","Grenada",109349.71
"GTM","Guatemala",47116.54
"GIN","Guinea",58189.22
"GNB","Guinea Bissau",112157.81
"GUY","Guyana",44011.72
"HTI","Haiti",50427.17
"HND","Honduras",48489.43
"IND","India",112042.3
"IDN","Indonesia",172005.53
"IRN","Iran (Islamic Republic of)",46469.9
"IRQ","Iraq",36897.82
"JAM","Jamaica",46923.62
"JOR","Jordan",37662.65
"KAZ","Kazakhstan",38944.4
"KEN","Kenya",49073.14
"KIR","Kiribati",110460.16
"KWT","Kuwait",33512.29
"KGZ","Kyrgyzstan",59405.38
"LAO","Lao People's Dem. Rep.",58755.54
"LBN","Lebanon",36780.76
"LSO","Lesotho",109442.3
"LBR","Liberia",113903.43
"LBY","Libya",37283.53
"MDG","Madagascar",86382.39
"MWI","Malawi",62010.35
"MYS","Malaysia",56714.57
"MDV","Maldives",52647.87
"MLI","Mali",55693.5
"MHL","Marshall Islands",110330.71
"MRT","Mauritania",59737.4
"MUS","Mauritius",42375.84
"MEX","Mexico",113268.74
"FSM","Micronesia (Fed. States of)",36832.17
"MNG","Mongolia",56215.74
"MNE","Montenegro",52574.02
"MAR","Morocco",37560.12
"MOZ","Mozambique",80808.69
"MMR","Myanmar",62296.64
"NAM","Namibia",50711.88
"NRU","Nauru",109195.05
"NPL","Nepal",54072.79
"NIC","Nicaragua",56239.47
"NER","Niger",54344.34
"NGA","Nigeria",88753.06
"NIU","Niue",32467.53
"MKD","North Macedonia",43623.85
"OMN","Oman",37181.79
"PAK","Pakistan",43716.13
"PLW","Palau",110372.02
"PAN","Panama",44280
"PNG","Papua New Guinea",143587.47
"PRY","Paraguay",40438.36
"PER","Peru",76051.81
"PHL","Philippines",74624.92
"QAT","Qatar",33058.68
"MDA","Republic of Moldova",45911.88
"RUS","Russian Federation",64322.54
"RWA","Rwanda",59421.62
"KNA","Saint Kitts and Nevis",108897.22
"LCA","Saint Lucia",71461.83
"VCT","Saint Vincent & Grenadines",109423.99
"WSM","Samoa",109674.29
"STP","Sao Tome y Principe",110891.5
"SAU","Saudi Arabia",38620.31
"SEN","Senegal",49902.56
"SRB","Serbia",36325.81
"SYC","Seychelles",73429.52
"SLE","Sierra Leone",112285.08
"SGP","Singapore",33348.41
"SLB","Solomon Islands",120833.96
"SOM","Somalia",76711.55
"ZAF","South Africa",55493.56
"SSD","South Sudan",56894.6
"LKA","Sri Lanka",43580.68
"PSE","State of Palestine",33125.52
"SDN","Sudan",53161.73
"SUR","Suriname",74056.5
"SYR","Syrian Arab Republic",47525.31
"TJK","Tajikistan",60259.68
"THA","Thailand",46515.33
"TLS","Timor Leste",111489.5
"TGO","Togo",75375.81
"TON","Tonga",110739.42
"TTO","Trinidad and Tobago",36730.74
"TUN","Tunisia",38881.54
"TUR","Turkiye",75220.39
"TKM","Turkmenistan",36608.8
"TUV","Tuvalu",109218.18
"UGA","Uganda",47616.8
"UKR","Ukraine",37432.14
"ARE","United Arab Emirates",33784.39
"TZA","United Rep. Tanzania",68135.94
"URY","Uruguay",35833.86
"UZB","Uzbekistan",37965.16
"VUT","Vanuatu",121282.53
"VEN","Venezuela",60849.35
"VNM","Viet Nam",53337.44
"YEM","Yemen",63958.9
"ZMB","Zambia",52867.87
"ZWE","Zimbabwe",47777.41
