"ISO_A3","country_name","allocation"
"AFG","Afghanistan",55396.96
"ALB","Albania",42051.39
"DZA","Algeria",37691.73
"AGO","Angola",51862.52
"ATG","Antigua and Barbuda",71654.53
"ARG","Argentina",51719.25
"ARM","Armenia",44591.8
"AZE","Azerbaijan",37796.9
"BHS","Bahamas",40833.45
"BHR","Bahrain",34324.62
"BGD","Bangladesh",46089.23
"BRB","Barbados",44138.29
"BLR","Belarus",35680
"BLZ","Belize",111742.24
"BEN","Benin",53269.98
"BTN","Bhutan",113609.69
"BOL","Bolivia",54870.57
"BIH","Bosnia-Herzegovina",39074.62
"BWA","Botswana",43188.31
"BRA","Brazil",131546.27
"BRN","Brunei Darussalam",37824.81
"BFA","Burkino Faso",55410.6
"BDI","Burundi",111254.84
"CPV","Cabo Verde",109891.93
"KHM","Cambodia",47072.79
"CMR","Cameroon",75547.27
"CAF","Central African Republic",119288.78
"TCD","Chad",61643.82
"CHL","Chile",44591.42
"CHN","China",114916.75
"COL","Colombia",86311.18
"COM","Comoros",112040.75
"COG","Congo",56097.34
"COK","Cook Islands",32885.14
"CRI","Costa Rica",43489.49
"CIV","Cote d'Ivoire",39271.53
"CUB","Cuba",42147.47
"PRK","Dem. People's Rep.Korea",48854.84
"COD","Dem. Rep.Congo",75336.93
"DJI","Djibouti",72098.33
"DMA","Dominica",110757.87
"DOM","Dominican Republic",38123.74
"ECU","Ecuador",61920.85
"EGY","Egypt",36922.29
"SLV","El Salvador",39972.79
"GNQ","Equatorial Guinea",44351.83
"ERI","Eritrea",112599.31
"SWZ","Eswatini",71731.49
"ETH","Ethiopia",56982.09
"FJI","Fiji",63086.91
"GAB","Gabon",46538.21
"GMB","Gambia",111901.05
"GEO","Georgia",44216.4
"GHA","Ghana",46313.49
"GRD","Grenada",110540.23
"GTM","Guatemala",47343.38
"GIN","Guinea",58587.52
"GNB","Guinea Bissau",113391.81
"GUY","Guyana",44190.48
"HTI","Haiti",50705.27
"HND","Honduras",48737.52
"IND","India",113274.51
"IDN","Indonesia",174166.26
"IRN","Iran (Islamic Republic of)",46686.73
"IRQ","Iraq",36966.43
"JAM","Jamaica",47147.47
"JOR","Jordan",37743.09
"KAZ","Kazakhstan",39044.7
"KEN","Kenya",49330.27
"KIR","Kiribati",111667.87
"KWT","Kuwait",33528.47
"KGZ","Kyrgyzstan",59822.51
"LAO","Lao People's Dem. Rep.",59162.61
"LBN","Lebanon",36847.55
"LSO","Lesotho",110634.24
"LBR","Liberia",115164.46
"LBY","Libya",37358.1
"MDG","Madagascar",87217.25
"MWI","Malawi",62467.82
"MYS","Malaysia",57090.04
"MDV","Maldives",52960.36
"MLI","Mali",56053.15
"MHL","Marshall Islands",111536.41
"MRT","Mauritania",60159.67
"MUS","Mauritius",42529.27
"MEX","Mexico",114519.94
"FSM","Micronesia (Fed. States of)",36899.76
"MNG","Mongolia",56583.48
"MNE","Montenegro",52885.36
"MAR","Morocco",37638.98
"MOZ","Mozambique",81557.25
"MMR","Myanmar",62758.54
"NAM","Namibia",50994.39
"NRU","Nauru",110383.17
"NPL","Nepal",54407.35
"NIC","Nicaragua",56607.57
"NER","Niger",54683.1
"NGA","Nigeria",89624.63
"NIU","Niue",32467.53
"MKD","North Macedonia",43796.61
"OMN","Oman",37254.79
"PAK","Pakistan",43890.31
"PLW","Palau",111578.37
"PAN","Panama",44462.91
"PNG","Papua New Guinea",145308.15
"PRY","Paraguay",40561.79
"PER","Peru",76726.71
"PHL","Philippines",75277.72
"QAT","Qatar",33067.83
"MDA","Republic of Moldova",46120.07
"RUS","Russian Federation",64815.82
"RWA","Rwanda",59839
"KNA","Saint Kitts and Nevis",110080.73
"LCA","Saint Lucia",72065.65
"VCT","Saint Vincent & Grenadines",110615.65
"WSM","Samoa",110869.83
"STP","Sao Tome y Principe",112105.88
"SAU","Saudi Arabia",38715.58
"SEN","Senegal",50172.53
"SRB","Serbia",36385.56
"SYC","Seychelles",74063.81
"SLE","Sierra Leone",113521.05
"SGP","Singapore",33362.05
"SLB","Solomon Islands",122202.3
"SOM","Somalia",77396.66
"ZAF","South Africa",55850.11
"SSD","South Sudan",57272.85
"LKA","Sri Lanka",43752.77
"PSE","State of Palestine",33135.7
"SDN","Sudan",53482.18
"SUR","Suriname",74700.5
"SYR","Syrian Arab Republic",47758.48
"TJK","Tajikistan",60690.04
"THA","Thailand",46732.86
"TLS","Timor Leste",112713.15
"TGO","Togo",76040.24
"TON","Tonga",111951.45
"TTO","Trinidad and Tobago",36796.75
"TUN","Tunisia",38980.86
"TUR","Turkiye",37170.21
"TKM","Turkmenistan",36672.92
"TUV","Tuvalu",110406.65
"UGA","Uganda",47851.39
"UKR","Ukraine",37509.01
"ARE","United Arab Emirates",33804.78
"TZA","United Rep. Tanzania",68688.27
"URY","Uruguay",35885.99
"UZB","Uzbekistan",38050.29
"VUT","Vanuatu",122657.82
"VEN","Venezuela",61288.84
"VNM","Viet Nam",53660.61
"YEM","Yemen",64446.54
"ZMB","Zambia",53183.77
"ZWE","Zimbabwe",48014.48
