"ISO_A3","country_name","allocation"
"AFG","Afghanistan",1384923.95
"ALB","Albania",1051284.81
"DZA","Algeria",942293.13
"AGO","Angola",1296562.88
"ATG","Antigua and Barbuda",1791363.15
"ARG","Argentina",1292981.25
"ARM","Armenia",1114794.98
"AZE","Azerbaijan",944922.41
"BHS","Bahamas",1020836.28
"BHR","Bahrain",858115.59
"BGD","Bangladesh",1152230.86
"BRB","Barbados",1103457.13
"BLR","Belarus",892000.1
"BLZ","Belize",2793556.04
"BEN","Benin",1331749.47
"BTN","Bhutan",2840242.28
"BOL","Bolivia",1371764.2
"BIH","Bosnia-Herzegovina",976865.48
"BWA","Botswana",1079707.87
"BRA","Brazil",3288656.69
"BRN","Brunei Darussalam",945620.35
"BFA","Burkino Faso",1385265.01
"BDI","Burundi",2781370.94
"CPV","Cabo Verde",2747298.14
"KHM","Cambodia",1176819.8
"CMR","Cameroon",1888681.78
"CAF","Central African Republic",2982219.5
"TCD","Chad",1541095.47
"CHL","Chile",1114785.49
"CHN","China",2872918.72
"COL","Colombia",2157779.46
"COM","Comoros",2801018.66
"COG","Congo",1402433.58
"COK","Cook Islands",822128.49
"CRI","Costa Rica",1087237.37
"CIV","Cote d'Ivoire",981788.24
"CUB","Cuba",1053686.71
"PRK","Dem. People's Rep.Korea",1221371.1
"COD","Dem. Rep.Congo",1883423.13
"DJI","Djibouti",1802458.32
"DMA","Dominica",2768946.67
"DOM","Dominican Republic",953093.38
"ECU","Ecuador",1548021.33
"EGY","Egypt",923057.3
"SLV","El Salvador",999319.69
"GNQ","Equatorial Guinea",1108795.78
"ERI","Eritrea",2814982.71
"SWZ","Eswatini",1793287.23
"ETH","Ethiopia",1424552.17
"FJI","Fiji",1577172.83
"GAB","Gabon",1163455.18
"GMB","Gambia",2797526.21
"GEO","Georgia",1105410.04
"GHA","Ghana",1157837.17
"GRD","Grenada",2763505.64
"GTM","Guatemala",1183584.44
"GIN","Guinea",1464687.97
"GNB","Guinea Bissau",2834795.13
"GUY","Guyana",1104762.01
"HTI","Haiti",1267631.78
"HND","Honduras",1218438.05
"IND","India",2831862.64
"IDN","Indonesia",4354156.59
"IRN","Iran (Islamic Republic of)",1167168.15
"IRQ","Iraq",924160.63
"JAM","Jamaica",1178686.72
"JOR","Jordan",943577.33
"KAZ","Kazakhstan",976117.42
"KEN","Kenya",1233256.84
"KIR","Kiribati",2791696.77
"KWT","Kuwait",838211.67
"KGZ","Kyrgyzstan",1495562.75
"LAO","Lao People's Dem. Rep.",1479065.16
"LBN","Lebanon",921188.79
"LSO","Lesotho",2765856.01
"LBR","Liberia",2879111.43
"LBY","Libya",933952.53
"MDG","Madagascar",2180431.34
"MWI","Malawi",1561695.47
"MYS","Malaysia",1427250.88
"MDV","Maldives",1324009
"MLI","Mali",1401328.86
"MHL","Marshall Islands",2788410.22
"MRT","Mauritania",1503991.75
"MUS","Mauritius",1063231.69
"MEX","Mexico",2862998.46
"FSM","Micronesia (Fed. States of)",922493.95
"MNG","Mongolia",1414587.01
"MNE","Montenegro",1322134.05
"MAR","Morocco",940974.43
"MOZ","Mozambique",2038931.17
"MMR","Myanmar",1568963.58
"NAM","Namibia",1274859.7
"NRU","Nauru",2759579.2
"NPL","Nepal",1360183.68
"NIC","Nicaragua",1415189.3
"NER","Niger",1367077.45
"NGA","Nigeria",2240615.83
"NIU","Niue",811688.31
"MKD","North Macedonia",1094915.13
"OMN","Oman",931369.76
"PAK","Pakistan",1097257.81
"PLW","Palau",2789459.14
"PAN","Panama",1111572.78
"PNG","Papua New Guinea",3632703.75
"PRY","Paraguay",1014044.76
"PER","Peru",1918167.65
"PHL","Philippines",1881942.98
"QAT","Qatar",826695.83
"MDA","Republic of Moldova",1153001.64
"RUS","Russian Federation",1620395.38
"RWA","Rwanda",1495974.92
"KNA","Saint Kitts and Nevis",2752018.14
"LCA","Saint Lucia",1801641.28
"VCT","Saint Vincent & Grenadines",2765391.17
"WSM","Samoa",2771745.81
"STP","Sao Tome y Principe",2802647.06
"SAU","Saudi Arabia",967889.59
"SEN","Senegal",1254313.36
"SRB","Serbia",909638.93
"SYC","Seychelles",1851595.32
"SLE","Sierra Leone",2838026.2
"SGP","Singapore",834051.17
"SLB","Solomon Islands",3055057.6
"SOM","Somalia",1934916.49
"ZAF","South Africa",1396252.85
"SSD","South Sudan",1431821.34
"LKA","Sri Lanka",1093819.24
"PSE","State of Palestine",828392.6
"SDN","Sudan",1337054.46
"SUR","Suriname",1867512.51
"SYR","Syrian Arab Republic",1193961.88
"TJK","Tajikistan",1517250.92
"THA","Thailand",1168321.44
"TLS","Timor Leste",2817828.74
"TGO","Togo",1901006.05
"TON","Tonga",2798786.29
"TTO","Trinidad and Tobago",919918.79
"TUN","Tunisia",974521.61
"TUR","Turkiye",929255.34
"TKM","Turkmenistan",916823.06
"TUV","Tuvalu",2760166.37
"UGA","Uganda",1196284.69
"UKR","Ukraine",937725.33
"ARE","United Arab Emirates",845119.49
"TZA","United Rep. Tanzania",1717206.64
"URY","Uruguay",897149.75
"UZB","Uzbekistan",951257.29
"VUT","Vanuatu",3066445.49
"VEN","Venezuela",1532221.03
"VNM","Viet Nam",1341515.14
"YEM","Yemen",1611163.51
"ZMB","Zambia",1329594.14
"ZWE","Zimbabwe",1200362.06
