"ISO_A3","country_name","allocation"
"AFG","Afghanistan",458588.51
"ALB","Albania",191677.2
"DZA","Algeria",104483.85
"AGO","Angola",387899.65
"ATG","Antigua and Barbuda",783739.87
"ARG","Argentina",385034.35
"ARM","Armenia",242485.34
"AZE","Azerbaijan",106587.28
"BHS","Bahamas",167318.37
"BHR","Bahrain",37141.82
"BGD","Bangladesh",272434.04
"BRB","Barbados",233415.05
"BLR","Belarus",64249.43
"BLZ","Belize",1585494.18
"BEN","Benin",416048.93
"BTN","Bhutan",1622843.18
"BOL","Bolivia",448060.71
"BIH","Bosnia-Herzegovina",132141.74
"BWA","Botswana",214415.65
"BRA","Brazil",1981574.7
"BRN","Brunei Darussalam",107145.63
"BFA","Burkino Faso",458861.36
"BDI","Burundi",1575746.1
"CPV","Cabo Verde",1548487.86
"KHM","Cambodia",292105.19
"CMR","Cameroon",861594.78
"CAF","Central African Republic",1736424.95
"TCD","Chad",583525.73
"CHL","Chile",242477.74
"CHN","China",1648984.32
"COL","Colombia",1076872.92
"COM","Comoros",1591464.28
"COG","Congo",472596.21
"COK","Cook Islands",8352.15
"CRI","Costa Rica",220439.24
"CIV","Cote d'Ivoire",136079.94
"CUB","Cuba",193598.72
"PRK","Dem. People's Rep.Korea",327746.23
"COD","Dem. Rep.Congo",857387.86
"DJI","Djibouti",792616.01
"DMA","Dominica",1565806.68
"DOM","Dominican Republic",113124.06
"ECU","Ecuador",589066.41
"EGY","Egypt",89095.19
"SLV","El Salvador",150105.1
"GNQ","Equatorial Guinea",237685.98
"ERI","Eritrea",1602635.52
"SWZ","Eswatini",785279.14
"ETH","Ethiopia",490291.09
"FJI","Fiji",612387.61
"GAB","Gabon",281413.5
"GMB","Gambia",1588670.32
"GEO","Georgia",234977.38
"GHA","Ghana",276919.09
"GRD","Grenada",1561453.86
"GTM","Guatemala",297516.9
"GIN","Guinea",522399.73
"GNB","Guinea Bissau",1618485.45
"GUY","Guyana",234458.96
"HTI","Haiti",364754.78
"HND","Honduras",325399.79
"IND","India",1616139.46
"IDN","Indonesia",2833974.62
"IRN","Iran (Islamic Republic of)",284383.87
"IRQ","Iraq",89977.86
"JAM","Jamaica",293598.72
"JOR","Jordan",105511.21
"KAZ","Kazakhstan",131543.29
"KEN","Kenya",337254.82
"KIR","Kiribati",1584006.77
"KWT","Kuwait",21218.68
"KGZ","Kyrgyzstan",547099.55
"LAO","Lao People's Dem. Rep.",533901.48
"LBN","Lebanon",87600.38
"LSO","Lesotho",1563334.16
"LBR","Liberia",1653938.49
"LBY","Libya",97811.38
"MDG","Madagascar",1094994.42
"MWI","Malawi",600005.73
"MYS","Malaysia",492450.06
"MDV","Maldives",409856.55
"MLI","Mali",471712.44
"MHL","Marshall Islands",1581377.53
"MRT","Mauritania",553842.75
"MUS","Mauritius",201234.71
"MEX","Mexico",1641048.12
"FSM","Micronesia (Fed. States of)",88644.51
"MNG","Mongolia",482318.96
"MNE","Montenegro",408356.59
"MAR","Morocco",103428.9
"MOZ","Mozambique",981794.28
"MMR","Myanmar",605820.21
"NAM","Namibia",370537.11
"NRU","Nauru",1558312.71
"NPL","Nepal",438796.3
"NIC","Nicaragua",482800.79
"NER","Niger",444311.31
"NGA","Nigeria",1143142.01
"NIU","Niue",0
"MKD","North Macedonia",226581.46
"OMN","Oman",95745.16
"PAK","Pakistan",228455.6
"PLW","Palau",1582216.66
"PAN","Panama",239907.58
"PNG","Papua New Guinea",2256812.35
"PRY","Paraguay",161885.16
"PER","Peru",885183.47
"PHL","Philippines",856203.73
"QAT","Qatar",12006.02
"MDA","Republic of Moldova",273050.66
"RUS","Russian Federation",646965.66
"RWA","Rwanda",547429.29
"KNA","Saint Kitts and Nevis",1552263.86
"LCA","Saint Lucia",791962.38
"VCT","Saint Vincent & Grenadines",1562962.29
"WSM","Samoa",1568046
"STP","Sao Tome y Principe",1592767
"SAU","Saudi Arabia",124961.02
"SEN","Senegal",354100.04
"SRB","Serbia",78360.5
"SYC","Seychelles",831925.61
"SLE","Sierra Leone",1621070.31
"SGP","Singapore",17890.29
"SLB","Solomon Islands",1794695.43
"SOM","Somalia",898582.54
"ZAF","South Africa",467651.63
"SSD","South Sudan",496106.42
"LKA","Sri Lanka",225704.74
"PSE","State of Palestine",13363.43
"SDN","Sudan",420292.92
"SUR","Suriname",844659.36
"SYR","Syrian Arab Republic",305818.85
"TJK","Tajikistan",564450.08
"THA","Thailand",285306.5
"TLS","Timor Leste",1604912.34
"TGO","Togo",871454.19
"TON","Tonga",1589678.38
"TTO","Trinidad and Tobago",86584.38
"TUN","Tunisia",130266.64
"TUR","Turkiye",94053.63
"TKM","Turkmenistan",84107.8
"TUV","Tuvalu",1558782.45
"UGA","Uganda",307677.1
"UKR","Ukraine",100829.61
"ARE","United Arab Emirates",26744.94
"TZA","United Rep. Tanzania",724414.66
"URY","Uruguay",68369.15
"UZB","Uzbekistan",111655.18
"VUT","Vanuatu",1803805.74
"VEN","Venezuela",576426.18
"VNM","Viet Nam",423861.46
"YEM","Yemen",639580.16
"ZMB","Zambia",414324.66
"ZWE","Zimbabwe",310939
