"ISO_A3","country_name","allocation"
"AFG","Afghanistan",1327728.76
"ALB","Albania",1211958.02
"DZA","Algeria",1168807.16
"AGO","Angola",1423940.53
"ATG","Antigua and Barbuda",1370180.48
"ARG","Argentina",1193187.82
"ARM","Armenia",1202267.08
"AZE","Azerbaijan",983561.46
"BHS","Bahamas",1157378.76
"BHR","Bahrain",653242.19
"BGD","Bangladesh",1269747.68
"BRB","Barbados",1371883.49
"BLR","Belarus",972001.54
"BLZ","Belize",1636535.27
"BEN","Benin",1261478.26
"BTN","Bhutan",1483610.5
"BOL","Bolivia",1244665.28
"BIH","Bosnia-Herzegovina",956647.09
"BWA","Botswana",1040502.96
"BRA","Brazil",2355391.46
"BRN","Brunei Darussalam",665370.19
"BFA","Burkino Faso",1300012.88
"BDI","Burundi",1453354.09
"CPV","Cabo Verde",1659733.57
"KHM","Cambodia",1261343.62
"CMR","Cameroon",1441986.39
"CAF","Central African Republic",1597451.57
"TCD","Chad",1450255.83
"CHL","Chile",797847.98
"CHN","China",1791541.46
"COL","Colombia",1501334.2
"COM","Comoros",1638640.53
"COG","Congo",1313522.6
"COK","Cook Islands",1629455.66
"CRI","Costa Rica",771390.2
"CIV","Cote d'Ivoire",1007395.45
"CUB","Cuba",1051305.51
"PRK","Dem. People's Rep.Korea",1207054.78
"COD","Dem. Rep.Congo",1791493.22
"DJI","Djibouti",1200097.45
"DMA","Dominica",1622544.39
"DOM","Dominican Republic",1176712.44
"ECU","Ecuador",1309819.23
"EGY","Egypt",877278.2
"SLV","El Salvador",960231.41
"GNQ","Equatorial Guinea",1216501.52
"ERI","Eritrea",1477131.32
"SWZ","Eswatini",1195066.74
"ETH","Ethiopia",1479073.08
"FJI","Fiji",1425475.53
"GAB","Gabon",1046042.43
"GMB","Gambia",1460251.67
"GEO","Georgia",1231321.93
"GHA","Ghana",1090041.75
"GRD","Grenada",1619833.22
"GTM","Guatemala",1111611.54
"GIN","Guinea",1289287.36
"GNB","Guinea Bissau",1657429.69
"GUY","Guyana",1190564.5
"HTI","Haiti",1432682.82
"HND","Honduras",1301470.04
"IND","India",1730966.39
"IDN","Indonesia",2656596.4
"IRN","Iran (Islamic Republic of)",1047922.74
"IRQ","Iraq",834396.95
"JAM","Jamaica",1410175.71
"JOR","Jordan",965790.7
"KAZ","Kazakhstan",1027140.15
"KEN","Kenya",1166177.01
"KIR","Kiribati",1633995.6
"KWT","Kuwait",658270.27
"KGZ","Kyrgyzstan",1220376.47
"LAO","Lao People's Dem. Rep.",1375791.61
"LBN","Lebanon",950845.84
"LSO","Lesotho",1445968.96
"LBR","Liberia",1507241.86
"LBY","Libya",1105877.92
"MDG","Madagascar",1670704.46
"MWI","Malawi",1246069.72
"MYS","Malaysia",1081761.78
"MDV","Maldives",1378438.27
"MLI","Mali",1377731.78
"MHL","Marshall Islands",1632242.74
"MRT","Mauritania",1286340.13
"MUS","Mauritius",1393292.05
"MEX","Mexico",1670682.82
"FSM","Micronesia (Fed. States of)",1666969.83
"MNG","Mongolia",1361001.46
"MNE","Montenegro",1201201.08
"MAR","Morocco",1020348.32
"MOZ","Mozambique",1374160.35
"MMR","Myanmar",1515885.42
"NAM","Namibia",1340561.74
"NRU","Nauru",1617876.74
"NPL","Nepal",1374404.05
"NIC","Nicaragua",1255404.58
"NER","Niger",1315895.37
"NGA","Nigeria",1526441.72
"NIU","Niue",1614751.12
"MKD","North Macedonia",1209354.57
"OMN","Oman",700646.85
"PAK","Pakistan",944943.99
"PLW","Palau",1632765.4
"PAN","Panama",787610.64
"PNG","Papua New Guinea",2696084.85
"PRY","Paraguay",1027482.52
"PER","Peru",1392744.1
"PHL","Philippines",1304109.67
"QAT","Qatar",652940
"MDA","Republic of Moldova",1198685.51
"RUS","Russian Federation",1051902.96
"RWA","Rwanda",1208252.16
"KNA","Saint Kitts and Nevis",1614109.2
"LCA","Saint Lucia",1375301.9
"VCT","Saint Vincent & Grenadines",1620772.74
"WSM","Samoa",1624169.61
"STP","Sao Tome y Principe",1639451.94
"SAU","Saudi Arabia",726438.71
"SEN","Senegal",1283885.89
"SRB","Serbia",970350.82
"SYC","Seychelles",1400193.13
"SLE","Sierra Leone",1485041.34
"SGP","Singapore",940267.28
"SLB","Solomon Islands",1767182.65
"SOM","Somalia",1310578.11
"ZAF","South Africa",1130537.27
"SSD","South Sudan",1349598.92
"LKA","Sri Lanka",1059127.09
"PSE","State of Palestine",1448106.93
"SDN","Sudan",1465750.14
"SUR","Suriname",1419877.92
"SYR","Syrian Arab Republic",1230272.67
"TJK","Tajikistan",1227265.46
"THA","Thailand",966238.64
"TLS","Timor Leste",1647938.55
"TGO","Togo",1251506.69
"TON","Tonga",1637412.95
"TTO","Trinidad and Tobago",1141821.42
"TUN","Tunisia",978394.39
"TUR","Turkiye",867664.9
"TKM","Turkmenistan",999598.04
"TUV","Tuvalu",1618169.32
"UGA","Uganda",1296884.33
"UKR","Ukraine",1031837.73
"ARE","United Arab Emirates",664376.68
"TZA","United Rep. Tanzania",1606921.73
"URY","Uruguay",679773.59
"UZB","Uzbekistan",1001285.63
"VUT","Vanuatu",1771704.74
"VEN","Venezuela",1349474.87
"VNM","Viet Nam",1034781.3
"YEM","Yemen",1302752.91
"ZMB","Zambia",1338993.22
"ZWE","Zimbabwe",1271291.5
